date,open,high,low,close,volume,next_day_close
06-07-2016,95.029999,96,93.550003,94.599998,16301200,95.099998
07-07-2016,94.699997,95.379997,93.18,95.099998,9913500,97.059998
08-07-2016,96,97.410004,95.300003,97.059998,8335400,94.669998
11-07-2016,96.190002,96.870003,94.300003,94.669998,13276200,95.970001
12-07-2016,95.07,96.720001,94.089996,95.970001,11617400,96.43
13-07-2016,96.260002,96.720001,94.800003,96.43,8768900,98.019997
14-07-2016,97,98.269997,96.800003,98.019997,9885000,98.389999
15-07-2016,98.519997,98.699997,97.410004,98.389999,9041900,98.809998
18-07-2016,98.43,99.839996,97.239998,98.809998,28669700,85.839996
19-07-2016,85.43,86.75,84.5,85.839996,55681200,87.910004
20-07-2016,86.669998,88.489998,85.82,87.910004,23525100,85.989998
21-07-2016,88.300003,88.379997,85.209999,85.989998,16084000,85.889999
22-07-2016,86.480003,86.5,85.110001,85.889999,11363900,87.660004
25-07-2016,85.730003,87.870003,85.010002,87.660004,14135000,91.410004
26-07-2016,91.029999,93.099998,90.900002,91.410004,19577600,92.040001
27-07-2016,91.5,92.059998,90.099998,92.040001,8727500,91.650002
28-07-2016,91.919998,92.209999,90.68,91.650002,6227700,91.25
29-07-2016,91.190002,91.75,90.589996,91.25,6960200,94.370003
01-08-2016,91.230003,94.669998,90.5,94.370003,10666900,93.559998
02-08-2016,94,94.080002,92.18,93.559998,9836200,93.099998
03-08-2016,93.279999,94.669998,92.550003,93.099998,7030900,93.440002
04-08-2016,93.199997,93.730003,91.82,93.440002,6043400,97.029999
05-08-2016,93.769997,97.739998,93.559998,97.029999,18364800,95.110001
08-08-2016,95.910004,95.93,94,95.110001,10135400,93.989998
09-08-2016,95.120003,95.809998,93.480003,93.989998,9175400,93.93
10-08-2016,94.400002,94.75,92.949997,93.93,6511100,95.889999
11-08-2016,94.599998,96.330002,94.370003,95.889999,8547700,96.589996
12-08-2016,95.529999,96.830002,95.080002,96.589996,6592900,95.309998
15-08-2016,96.830002,96.910004,95.239998,95.309998,7304600,95.120003
16-08-2016,95.190002,95.610001,94.400002,95.120003,6311300,96.370003
17-08-2016,94.940002,96.93,94.849998,96.370003,8315600,96.160004
18-08-2016,95.980003,97.220001,95.169998,96.160004,7252600,95.870003
19-08-2016,96.050003,96.779999,95.510002,95.870003,6942900,95.260002
22-08-2016,95.669998,96.129997,94.949997,95.260002,5830500,95.940002
23-08-2016,95.68,96.589996,95.480003,95.940002,5239100,95.18
24-08-2016,96.129997,96.360001,94.910004,95.18,6276500,97.32
25-08-2016,96.379997,98.25,96.040001,97.32,10823100,97.580002
26-08-2016,97.330002,97.949997,96.57,97.580002,6617600,97.300003
29-08-2016,96.970001,98.449997,96.57,97.300003,8008400,97.449997
30-08-2016,97.839996,98.849998,97.139999,97.449997,6093500,97.449997
31-08-2016,97.480003,97.879997,96.760002,97.449997,4690600,97.379997
01-09-2016,97.809998,97.980003,96.919998,97.379997,4148600,97.379997
02-09-2016,97.900002,98.18,97.010002,97.379997,4247200,100.089996
06-09-2016,97.760002,100.32,97.650002,100.089996,9036100,99.150002
07-09-2016,100.110001,100.190002,98.419998,99.150002,6468500,99.660004
08-09-2016,99.230003,100.050003,98.82,99.660004,5201200,96.5
09-09-2016,99.059998,99.389999,96.5,96.5,7373300,99.050003
12-09-2016,95.910004,99.290001,95.709999,99.050003,7718400,96.089996
13-09-2016,97.169998,98,95.330002,96.089996,11788100,97.010002
14-09-2016,97.349998,98.349998,96.959999,97.010002,8481000,97.339996
15-09-2016,97.230003,97.970001,96.529999,97.339996,5293500,99.480003
16-09-2016,97.099998,99.489998,97.040001,99.480003,9445100,98.059998
19-09-2016,99.900002,100.349998,97.82,98.059998,8616200,98.25
20-09-2016,98.779999,99.160004,97.660004,98.25,4736800,94.879997
21-09-2016,96.900002,97.099998,93.260002,94.879997,20042200,95.830002
22-09-2016,95.540001,95.879997,94.230003,95.830002,11215000,95.940002
23-09-2016,95.75,96.970001,95.43,95.940002,6179500,94.559998
26-09-2016,95.379997,95.379997,94.040001,94.559998,6739200,97.07
27-09-2016,95.040001,97.639999,95,97.07,9680100,97.480003
28-09-2016,97.099998,97.589996,96.019997,97.480003,7235100,96.669998
29-09-2016,97.309998,98.309998,96.599998,96.669998,6217600,98.550003
30-09-2016,96.900002,99.529999,96.790001,98.550003,9807900,102.629997
03-10-2016,98,103.389999,98,102.629997,15344500,102.339996
04-10-2016,103.190002,104.440002,101.860001,102.339996,12143100,106.279999
05-10-2016,103.5,106.970001,103.43,106.279999,12942900,105.07
06-10-2016,104.970001,105.470001,103.879997,105.07,6587700,104.82
07-10-2016,103.980003,106.5,103.550003,104.82,8659500,103.330002
10-10-2016,103.18,104.529999,102.760002,103.330002,6699700,100.589996
11-10-2016,102.309998,102.900002,99.860001,100.589996,9032900,99.5
12-10-2016,100.879997,102.470001,99.220001,99.5,7426500,100.230003
13-10-2016,98.010002,100.5,97.629997,100.230003,8319300,101.470001
14-10-2016,101.589996,102.099998,100.349998,101.470001,9531100,99.800003
17-10-2016,100.5,100.730003,98.379997,99.800003,26589500,118.790001
18-10-2016,116.629997,119.82,116.5,118.790001,42168200,121.870003
19-10-2016,118.25,122.449997,118,121.870003,21981700,123.349998
20-10-2016,121.970001,123.75,121.059998,123.349998,14492800,127.5
21-10-2016,122.5,127.849998,122.309998,127.5,18832400,127.330002
24-10-2016,127.419998,129.289993,126.150002,127.330002,15980700,126.510002
25-10-2016,126.519997,128.059998,125.75,126.510002,8253900,126.970001
26-10-2016,126.290001,128.720001,125.75,126.970001,8602400,126.470001
27-10-2016,127.43,128.179993,125.93,126.470001,6914200,126.57
28-10-2016,126.080002,128.929993,126.010002,126.57,7077300,124.870003
31-10-2016,126.849998,126.900002,124.400002,124.870003,6517500,123.300003
01-11-2016,124.980003,125.830002,121.800003,123.300003,6978600,122.339996
02-11-2016,122.830002,124.07,121.830002,122.339996,4816500,122.139999
03-11-2016,122.309998,123.720001,121.839996,122.139999,5041300,122.029999
04-11-2016,122,123.43,121.620003,122.029999,5077700,124.580002
07-11-2016,124.260002,125.75,123.370003,124.580002,5827100,124.339996
08-11-2016,124.120003,125.809998,123.220001,124.339996,4690800,122.190002
09-11-2016,121.839996,123.650002,120.860001,122.190002,7705700,115.419998
10-11-2016,122.760002,122.970001,113.699997,115.419998,19718700,114.779999
11-11-2016,114.900002,116.629997,113.110001,114.779999,11080300,113.379997
14-11-2016,114.75,115.900002,110.68,113.379997,9932400,113.589996
15-11-2016,114.550003,116.410004,113.089996,113.589996,7445100,115.190002
16-11-2016,112.959999,116.120003,111.809998,115.190002,5933700,115.029999
17-11-2016,115.129997,116.809998,113.559998,115.029999,6232700,115.209999
18-11-2016,115.730003,116.419998,113.510002,115.209999,6746800,117.959999
21-11-2016,116.199997,118.720001,116.190002,117.959999,7064500,118.040001
22-11-2016,118.32,119.459999,116.980003,118.040001,7007200,117.690002
23-11-2016,117.760002,118.889999,117.309998,117.690002,4521300,117.410004
25-11-2016,117.639999,118.389999,117.18,117.410004,1616300,116.93
28-11-2016,117.050003,117.620003,115.709999,116.93,5278900,117.510002
29-11-2016,117.300003,119.18,117.129997,117.510002,7082300,117
30-11-2016,119,120.370003,116.389999,117,7715100,117.220001
01-12-2016,117.519997,118.68,113.949997,117.220001,8636900,120.809998
02-12-2016,116.75,120.980003,116.75,120.809998,8953600,119.160004
05-12-2016,120.730003,120.75,118.400002,119.160004,7626300,124.57
06-12-2016,120.099998,124.790001,119.419998,124.57,11513200,125.389999
07-12-2016,124.480003,125.75,123.25,125.389999,8204700,123.239998
08-12-2016,125.400002,126.349998,122.160004,123.239998,8987700,122.879997
09-12-2016,123.779999,124.300003,121.730003,122.879997,4700800,122.830002
12-12-2016,122.839996,124.029999,122.300003,122.830002,3917600,123.779999
13-12-2016,123.510002,125.089996,122.779999,123.779999,5564500,123.440002
14-12-2016,123.43,124.400002,122.5,123.440002,6110300,125
15-12-2016,123.440002,127.43,122.949997,125,7376200,124.220001
16-12-2016,126.389999,126.68,124.010002,124.220001,7868000,125.449997
19-12-2016,124.300003,126.440002,122.870003,125.449997,4867300,125.120003
20-12-2016,125.459999,126.300003,124.639999,125.120003,3937800,126.5
21-12-2016,125.529999,127.739998,125,126.5,6514800,125.580002
22-12-2016,126.839996,127.5,125.18,125.580002,4160700,125.589996
23-12-2016,125.610001,126.279999,125.080002,125.589996,2010400,128.350006
27-12-2016,126.239998,129.050003,125.699997,128.350006,5288200,125.889999
28-12-2016,129.070007,129.070007,125.760002,125.889999,4389200,125.330002
29-12-2016,125.949997,126.139999,124.199997,125.330002,3445100,123.800003
30-12-2016,126.239998,126.57,123.599998,123.800003,4455400,127.489998
03-01-2017,124.959999,128.190002,124.309998,127.489998,9437900,129.410004
04-01-2017,127.489998,130.169998,126.550003,129.410004,7843600,131.809998
05-01-2017,129.220001,132.75,128.899994,131.809998,10185500,131.070007
06-01-2017,132.080002,133.880005,129.809998,131.070007,10657900,130.949997
09-01-2017,131.479996,131.990005,129.889999,130.949997,5771800,129.889999
10-01-2017,131.270004,132.220001,129.289993,129.889999,5985800,130.5
11-01-2017,130.910004,131.5,129.25,130.5,5615100,129.179993
12-01-2017,130.630005,130.850006,128.5,129.179993,5388900,133.699997
13-01-2017,131.149994,133.929993,130.580002,133.699997,10515000,132.889999
17-01-2017,135.039993,135.399994,132.089996,132.889999,12220200,133.259995
18-01-2017,133.210007,133.649994,131.059998,133.259995,16168600,138.410004
19-01-2017,142.009995,143.460007,138.25,138.410004,23203400,138.600006
20-01-2017,139.360001,140.789993,137.660004,138.600006,9497400,137.389999
23-01-2017,138.649994,139.490005,137.309998,137.389999,7433900,140.110001
24-01-2017,138.110001,140.929993,137.029999,140.110001,7754700,139.520004
25-01-2017,140.800003,141.389999,139.050003,139.520004,7238100,138.960007
26-01-2017,140.449997,141.210007,138.509995,138.960007,6038300,142.449997
27-01-2017,139.460007,142.490005,139,142.449997,8323900,141.220001
30-01-2017,141.770004,141.970001,138.800003,141.220001,8122500,140.710007
31-01-2017,140.550003,141.830002,139.699997,140.710007,4411600,140.779999
01-02-2017,141.199997,142.410004,139.300003,140.779999,6033400,139.199997
02-02-2017,140.610001,141.039993,139.050003,139.199997,3462400,140.25
03-02-2017,139.509995,140.639999,139.100006,140.25,3512600,140.970001
06-02-2017,140,141,139.160004,140.970001,3552100,144
07-02-2017,141.490005,144.279999,141.050003,144,8573500,144.740005
08-02-2017,143.570007,145.070007,142.559998,144.740005,6887100,144.139999
09-02-2017,144.979996,145.089996,143.580002,144.139999,4555100,144.820007
10-02-2017,144.679993,145.300003,143.970001,144.820007,6171900,143.199997
13-02-2017,145.190002,145.949997,143.050003,143.199997,4790400,140.820007
14-02-2017,143.199997,144.110001,140.050003,140.820007,8367800,142.270004
15-02-2017,140.720001,142.429993,140.509995,142.270004,5309100,142.009995
16-02-2017,142.419998,142.440002,141.070007,142.009995,2847500,142.220001
17-02-2017,141.75,142.899994,141.270004,142.220001,4588100,142.600006
21-02-2017,142.990005,143.380005,141.809998,142.600006,3571500,143.860001
22-02-2017,142.919998,144,142.169998,143.860001,3482000,142.779999
23-02-2017,144.449997,144.490005,141.520004,142.779999,4668000,143.25
24-02-2017,141.880005,143.559998,141.550003,143.25,3302700,143.410004
27-02-2017,143.119995,143.919998,142.380005,143.410004,3907400,142.130005
28-02-2017,143.300003,143.570007,141.850006,142.130005,3862200,142.649994
01-03-2017,142.839996,143.259995,142.100006,142.649994,4170600,139.529999
02-03-2017,142.149994,142.699997,139.089996,139.529999,6119900,139.139999
03-03-2017,139.690002,140.910004,138.259995,139.139999,5399800,141.940002
06-03-2017,141,142.839996,140.539993,141.940002,7116100,141.429993
07-03-2017,141.990005,142.399994,140.380005,141.429993,4241000,140.320007
08-03-2017,141.470001,142.059998,139.770004,140.320007,4085500,140.529999
09-03-2017,140.039993,141.240005,139.740005,140.529999,2652700,140.889999
10-03-2017,141.389999,141.800003,140.279999,140.889999,3318500,143.520004
13-03-2017,140.899994,143.710007,140.320007,143.520004,4922400,143.190002
14-03-2017,142.949997,143.309998,141.699997,143.190002,4660300,145.25
15-03-2017,144.199997,145.520004,143.229996,145.25,5987200,144.389999
16-03-2017,145.5,146.5,144.220001,144.389999,5286500,145.110001
17-03-2017,144.050003,145.759995,143.399994,145.110001,6281300,145.830002
20-03-2017,145.449997,146.25,144.580002,145.830002,3421000,142.419998
21-03-2017,146.75,147.699997,142.100006,142.419998,7669800,142.649994
22-03-2017,142.539993,143.800003,140.759995,142.649994,6486900,141.839996
23-03-2017,142.139999,142.889999,141.259995,141.839996,3712600,142.020004
24-03-2017,142.360001,142.800003,141.580002,142.020004,3546600,144.059998
27-03-2017,140.830002,144.389999,140,144.059998,4771700,145.169998
28-03-2017,144.100006,146.110001,143.919998,145.169998,4638000,146.470001
29-03-2017,145.5,147.179993,144.910004,146.470001,3855000,148.059998
30-03-2017,146.809998,148.289993,146.529999,148.059998,4461100,147.809998
31-03-2017,148,148.229996,147.330002,147.809998,3888200,146.919998
03-04-2017,146.699997,148.009995,145.740005,146.919998,4609300,145.5
04-04-2017,146.839996,147.089996,144.889999,145.5,4368900,143.619995
05-04-2017,146.190002,146.25,143.259995,143.619995,4607600,143.740005
06-04-2017,144,144.139999,143.009995,143.740005,3312400,143.110001
07-04-2017,143.789993,143.889999,142.710007,143.110001,3040500,143.850006
10-04-2017,143.039993,144.649994,141.210007,143.850006,5807400,144.350006
11-04-2017,144.279999,144.539993,141.979996,144.350006,4621500,143.830002
12-04-2017,144.850006,145.740005,143.550003,143.830002,4387000,142.919998
13-04-2017,144.25,144.550003,142.759995,142.919998,3685800,147.25
17-04-2017,144.429993,147.320007,144.429993,147.25,16364700,143.360001
18-04-2017,147.339996,147.399994,140,143.360001,19671000,139.759995
19-04-2017,143.369995,144,138.660004,139.759995,12395100,141.179993
20-04-2017,140.300003,141.800003,139.270004,141.179993,7248200,142.869995
21-04-2017,141.389999,143.029999,140.899994,142.869995,6824800,143.830002
24-04-2017,143.610001,144.5,143.399994,143.830002,4800900,152.160004
25-04-2017,147.460007,153.520004,146.220001,152.160004,20674200,150.169998
26-04-2017,151.529999,152.149994,148.899994,150.169998,9274100,153.080002
27-04-2017,150.600006,153.490005,149.300003,153.080002,7719400,152.199997
28-04-2017,152.710007,152.970001,150.940002,152.199997,6366200,155.350006
01-05-2017,151.910004,157.699997,151.610001,155.350006,9031600,156.449997
02-05-2017,155.759995,156.5,154.610001,156.449997,5384800,155.589996
03-05-2017,156.289993,156.539993,154.880005,155.589996,3931200,157.25
04-05-2017,155.589996,157.899994,154.550003,157.25,5582300,156.600006
05-05-2017,158.550003,158.589996,155.899994,156.600006,5341700,156.380005
08-05-2017,156.550003,157.639999,155.300003,156.380005,4818800,157.460007
09-05-2017,156.100006,157.850006,155.970001,157.460007,3911000,160.279999
10-05-2017,157.820007,161.100006,156.559998,160.279999,6869900,158.539993
11-05-2017,160.330002,160.520004,157.550003,158.539993,5677400,160.809998
12-05-2017,159.110001,160.839996,158.509995,160.809998,5092900,160.020004
15-05-2017,160.25,161.779999,159.759995,160.020004,4972000,159.410004
16-05-2017,160.5,161.179993,159.330002,159.410004,3464900,153.199997
17-05-2017,158.089996,158.779999,153,153.199997,8184500,155.699997
18-05-2017,153.610001,156.889999,153.240005,155.699997,6802700,157.020004
19-05-2017,156.149994,158.050003,155.910004,157.020004,4091500,157.160004
22-05-2017,157.860001,158.600006,156.429993,157.160004,3744100,157.949997
23-05-2017,157.75,158.309998,156.800003,157.949997,3370900,157.75
24-05-2017,158.350006,158.479996,157.169998,157.75,2970800,163.050003
25-05-2017,161,164.100006,160.550003,163.050003,8561000,162.429993
26-05-2017,162.839996,163.050003,161.119995,162.429993,4834300,163.220001
30-05-2017,163.600006,164.75,162.710007,163.220001,4828600,163.070007
31-05-2017,163.610001,164,160.740005,163.070007,5328900,162.990005
01-06-2017,163.520004,163.929993,161.699997,162.990005,3896300,165.179993
02-06-2017,163.419998,165.360001,162.800003,165.179993,4259100,165.059998
05-06-2017,165.490005,165.5,163.429993,165.059998,3875200,165.169998
06-06-2017,164.949997,166.820007,164.509995,165.169998,4382100,165.610001
07-06-2017,165.600006,166.399994,164.410004,165.610001,3353100,165.880005
08-06-2017,166.119995,166.869995,164.839996,165.880005,3719100,158.029999
09-06-2017,166.270004,166.270004,154.5,158.029999,10292000,151.440002
12-06-2017,155.300003,155.529999,148.309998,151.440002,14114500,152.720001
13-06-2017,154.380005,155.679993,150.130005,152.720001,8484700,152.199997
14-06-2017,154.339996,155.619995,150.279999,152.199997,6461800,151.759995
15-06-2017,149.440002,152.559998,147.300003,151.759995,7319700,152.380005
16-06-2017,151.449997,153.529999,150.389999,152.380005,6909700,153.399994
19-06-2017,154.289993,155.580002,152.410004,153.399994,6544300,152.050003
20-06-2017,153.679993,154.5,151.399994,152.050003,4878700,155.029999
21-06-2017,152.5,155.380005,152.259995,155.029999,5803400,154.889999
22-06-2017,155.130005,155.199997,153.699997,154.889999,3769200,158.020004
23-06-2017,155.009995,158.190002,153.759995,158.020004,6250800,157.5
26-06-2017,158.779999,159.970001,156.559998,157.5,6016000,151.029999
27-06-2017,156.619995,156.979996,150.720001,151.029999,7424300,153.410004
28-06-2017,151.639999,154.199997,150.119995,153.410004,5589900,150.089996
29-06-2017,152.820007,152.820007,148,150.089996,7142500,149.410004
30-06-2017,149.759995,150.710007,148.419998,149.410004,5213300,146.169998
03-07-2017,149.800003,150.449997,145.800003,146.169998,3908200,147.610001
05-07-2017,146.580002,148.259995,145.580002,147.610001,4627800,146.25
06-07-2017,146.130005,147.270004,144.25,146.25,5486500,150.179993
07-07-2017,146.649994,150.75,146.649994,150.179993,5561300,152.669998
10-07-2017,150.339996,153.229996,149.649994,152.669998,5360600,154.330002
11-07-2017,152.369995,155.229996,151.550003,154.330002,4898600,158.75
12-07-2017,155.770004,158.800003,155.770004,158.75,8481800,158.210007
13-07-2017,158.509995,160.130005,156.979996,158.210007,6700100,161.119995
14-07-2017,159.300003,161.350006,157.970001,161.119995,5549200,161.699997
17-07-2017,162.910004,163.550003,160.020004,161.699997,17496700,183.600006
18-07-2017,176.119995,185,174.240005,183.600006,41587400,183.860001
19-07-2017,182.970001,187.169998,181.75,183.860001,17344300,183.600006
20-07-2017,183.839996,185.919998,182.699997,183.600006,7907200,188.539993
21-07-2017,182.720001,191.5,182.710007,188.539993,9277400,187.910004
24-07-2017,188.690002,190.25,187.009995,187.910004,8797300,186.970001
25-07-2017,187.789993,188.660004,185.809998,186.970001,5374500,189.080002
26-07-2017,187.699997,189.699997,187.509995,189.080002,4479300,182.679993
27-07-2017,189.889999,190,179.380005,182.679993,11221000,184.039993
28-07-2017,182,185.029999,181.179993,184.039993,6201900,181.660004
31-07-2017,184.259995,184.970001,180.649994,181.660004,4883600,182.029999
01-08-2017,182.490005,184.619995,181.429993,182.029999,5112700,180.740005
02-08-2017,182.220001,182.570007,177.809998,180.740005,5771300,179.229996
03-08-2017,180.529999,181.220001,178.020004,179.229996,4627700,180.270004
04-08-2017,179.600006,181,178.5,180.270004,4491100,181.330002
07-08-2017,181,182.270004,179.100006,181.330002,4609800,178.360001
08-08-2017,181.369995,181.910004,177.449997,178.360001,6104000,175.779999
09-08-2017,171.429993,175.960007,170.009995,175.779999,9670500,169.139999
10-08-2017,174.029999,174.449997,167.600006,169.139999,9693100,171.399994
11-08-2017,169.860001,172.580002,169,171.399994,5022300,171
14-08-2017,169.800003,172.449997,168.800003,171,7468400,168.5
15-08-2017,171.529999,171.880005,168.25,168.5,5656100,169.979996
16-08-2017,167.5,170.5,166.25,169.979996,7013600,166.089996
17-08-2017,169.229996,170.580002,165.720001,166.089996,5229200,166.539993
18-08-2017,165.949997,169.970001,165.800003,166.539993,7385700,166.759995
21-08-2017,166.910004,168.990005,164.229996,166.759995,6480700,169.339996
22-08-2017,167.759995,169.929993,167.039993,169.339996,4886300,169.059998
23-08-2017,168.350006,169.639999,166.699997,169.059998,4632300,168.130005
24-08-2017,169.860001,171.240005,166.149994,168.130005,5361700,165.949997
25-08-2017,168.580002,168.75,165.5,165.949997,4064000,167.119995
28-08-2017,166.429993,168.669998,165.600006,167.119995,3657300,168.809998
29-08-2017,165,169.679993,164.729996,168.809998,4620900,174.690002
30-08-2017,169.5,174.850006,169.369995,174.690002,8034700,174.710007
31-08-2017,175.449997,176.240005,173.860001,174.710007,6941000,174.740005
01-09-2017,175.550003,176.479996,173.919998,174.740005,3813000,174.520004
05-09-2017,173.399994,175.880005,172.440002,174.520004,4589500,179.25
06-09-2017,175.25,179.460007,173.729996,179.25,8742600,179
07-09-2017,178.800003,180.350006,177.100006,179,6036100,176.419998
08-09-2017,178.449997,180.389999,176.25,176.419998,4590800,181.740005
11-09-2017,178.100006,182.470001,178.029999,181.740005,5979400,185.149994
12-09-2017,182.550003,185.330002,180.639999,185.149994,6689600,183.639999
13-09-2017,184.070007,184.5,182.550003,183.639999,4320300,182.630005
14-09-2017,183.25,185.289993,182.070007,182.630005,4510700,182.350006
15-09-2017,182.729996,184.929993,181.429993,182.350006,5591700,184.619995
18-09-2017,183.610001,185.449997,182.729996,184.619995,5359600,185.679993
19-09-2017,184.979996,186.229996,184.169998,185.679993,4982100,185.509995
20-09-2017,186.100006,186.5,183.199997,185.509995,4625000,188.779999
21-09-2017,185.820007,189.949997,184.509995,188.779999,7148100,187.350006
22-09-2017,188.399994,189.850006,186.389999,187.350006,5464300,178.550003
25-09-2017,186.460007,186.550003,177.699997,178.550003,9367200,179.380005
26-09-2017,180.699997,180.949997,176.550003,179.380005,5602500,181.970001
27-09-2017,181.009995,183.339996,180.699997,181.970001,5710500,180.699997
28-09-2017,181.25,181.949997,179.360001,180.699997,4077000,181.350006
29-09-2017,180.729996,182.899994,180.649994,181.350006,4227900,177.009995
02-10-2017,182.110001,182.800003,176.580002,177.009995,7342000,179.190002
03-10-2017,177.649994,179.699997,177.550003,179.190002,3956900,184.449997
04-10-2017,181.410004,186.699997,181.25,184.449997,9235900,194.389999
05-10-2017,185.649994,194.490005,184.490005,194.389999,19412700,198.020004
06-10-2017,194.300003,198.919998,192.050003,198.020004,15348400,196.869995
09-10-2017,199.100006,199.399994,196.559998,196.869995,6971700,195.080002
10-10-2017,197.850006,198.300003,192.100006,195.080002,6233800,194.949997
11-10-2017,195.570007,196.220001,193.809998,194.949997,6450200,195.860001
12-10-2017,196.75,198.619995,194.710007,195.860001,7753300,199.490005
13-10-2017,199.699997,200.820007,197.190002,199.490005,12081300,202.679993
16-10-2017,201.949997,202.830002,197.860001,202.679993,22105400,199.479996
17-10-2017,200.110001,204.380005,197.770004,199.479996,23900100,195.539993
18-10-2017,199.990005,200.009995,194.25,195.539993,11198900,195.130005
19-10-2017,193.009995,195.25,191.160004,195.130005,7034600,194.160004
20-10-2017,195.899994,196.380005,193.770004,194.160004,5995600,192.470001
23-10-2017,194.169998,194.899994,191.029999,192.470001,6980000,196.020004
24-10-2017,192.75,196.740005,191.399994,196.020004,7069100,193.770004
25-10-2017,195.380005,197.059998,193.009995,193.770004,5315300,195.210007
26-10-2017,194.660004,197.610001,194.080002,195.210007,5185800,199.539993
27-10-2017,197.199997,200.649994,196.220001,199.539993,8128600,198.369995
30-10-2017,199.619995,201.100006,197.070007,198.369995,5439600,196.429993
31-10-2017,198.210007,198.589996,195.220001,196.429993,5518600,198
01-11-2017,197.240005,199.199997,196,198,5017400,199.320007
02-11-2017,197.449997,199.440002,197.089996,199.320007,3606300,200.009995
03-11-2017,199.800003,200.550003,197.990005,200.009995,3678800,200.130005
06-11-2017,200,202.479996,198.089996,200.130005,5846600,195.889999
07-11-2017,200,200.610001,194.800003,195.889999,6468000,196.440002
08-11-2017,196,197.089996,194.740005,196.440002,4237400,193.899994
09-11-2017,194.460007,194.490005,190.809998,193.899994,5979900,192.020004
10-11-2017,191.610001,192.589996,189.5,192.020004,6622200,195.080002
13-11-2017,191.119995,196.050003,191,195.080002,4607000,195.710007
14-11-2017,193.639999,195.880005,193,195.710007,3450500,192.119995
15-11-2017,194.539993,195.419998,191.529999,192.119995,4203100,195.509995
16-11-2017,194.330002,197.699997,193.75,195.509995,5678400,193.199997
17-11-2017,195.740005,195.949997,192.649994,193.199997,3906300,194.100006
20-11-2017,193.300003,194.320007,191.899994,194.100006,3827500,196.229996
21-11-2017,195.039993,197.520004,194.970001,196.229996,4787300,196.320007
22-11-2017,196.580002,196.75,193.630005,196.320007,5895400,195.75
24-11-2017,196.649994,196.899994,195.330002,195.75,2160500,195.050003
27-11-2017,195.559998,195.850006,194,195.050003,3210100,199.179993
28-11-2017,195.339996,199.679993,194.009995,199.179993,6981100,188.149994
29-11-2017,198.910004,199.029999,184.320007,188.149994,14202700,187.580002
30-11-2017,190.309998,190.860001,186.679993,187.580002,6630100,186.820007
01-12-2017,186.990005,189.800003,185,186.820007,6219500,184.039993
04-12-2017,189.360001,189.720001,178.380005,184.039993,9069800,184.210007
05-12-2017,183.5,188.139999,181.190002,184.210007,5783700,185.300003
06-12-2017,183.380005,186.479996,182.880005,185.300003,5490100,185.199997
07-12-2017,185.710007,187.339996,183.220001,185.199997,4659500,188.539993
08-12-2017,186.5,189.419998,186.300003,188.539993,4987300,186.220001
11-12-2017,187.850006,189.419998,185.910004,186.220001,5298600,185.729996
12-12-2017,186.009995,187.850006,184.820007,185.729996,4265900,187.860001
13-12-2017,186.100006,188.690002,185.410004,187.860001,4710000,189.559998
14-12-2017,187.979996,192.639999,187.199997,189.559998,7792800,190.119995
15-12-2017,189.610001,191.429993,188.009995,190.119995,7285600,190.419998
18-12-2017,191.199997,191.649994,188.899994,190.419998,5011000,187.020004
19-12-2017,190.179993,190.300003,185.75,187.020004,7033000,188.820007
20-12-2017,187.940002,189.110001,185.259995,188.820007,6545400,188.619995
21-12-2017,189.440002,190.949997,187.580002,188.619995,4729800,189.940002
22-12-2017,188.330002,190.949997,186.800003,189.940002,3878900,187.759995
26-12-2017,189.779999,189.940002,186.399994,187.759995,3045700,186.240005
27-12-2017,187.800003,188.100006,185.220001,186.240005,4002100,192.710007
28-12-2017,187.179993,194.490005,186.850006,192.710007,10107400,191.960007
29-12-2017,192.509995,193.949997,191.220001,191.960007,5187600,201.070007
02-01-2018,196.100006,201.649994,195.419998,201.070007,10966900,205.050003
03-01-2018,202.050003,206.210007,201.5,205.050003,8591400,205.630005
04-01-2018,206.199997,207.050003,204,205.630005,6029600,209.990005
05-01-2018,207.25,210.020004,205.589996,209.990005,7033200,212.050003
08-01-2018,210.020004,212.5,208.440002,212.050003,5580200,209.309998
09-01-2018,212.110001,212.979996,208.589996,209.309998,6125900,212.520004
10-01-2018,207.570007,213.639999,206.910004,212.520004,5951500,217.240005
11-01-2018,214.289993,217.75,213.350006,217.240005,7659500,221.229996
12-01-2018,217.179993,222.550003,216,221.229996,8199400,221.529999
16-01-2018,224.240005,226.070007,217.199997,221.529999,13516100,217.5
17-01-2018,221,221.149994,216.320007,217.5,9123100,220.330002
18-01-2018,220.339996,220.580002,216.550003,220.330002,8225300,220.460007
19-01-2018,222.75,223.490005,218.5,220.460007,10548600,227.580002
22-01-2018,222,227.789993,221.199997,227.580002,17703300,250.289993
23-01-2018,255.050003,257.709991,248.020004,250.289993,27705300,261.299988
24-01-2018,250.880005,261.709991,249.309998,261.299988,17352400,269.700012
25-01-2018,263,272.299988,260.230011,269.700012,15336400,274.600006
26-01-2018,271.48999,274.600006,268.76001,274.600006,11021800,284.589996
29-01-2018,274.200012,286.809998,273.920013,284.589996,17529700,278.799988
30-01-2018,277,282.730011,272.700012,278.799988,12482900,270.299988
31-01-2018,281.940002,282.290009,269.579987,270.299988,11695100,265.070007
01-02-2018,266.410004,271.950012,263.380005,265.070007,9669000,267.429993
